order_id,customers,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
515,Marcel Lindsay,Ossining,NY,19/10/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
515,Marcel Lindsay,Ossining,NY,19/10/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
515,Marcel Lindsay,Ossining,NY,19/10/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
516,Shila White,Orchard Park,NY,21/10/2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
516,Shila White,Orchard Park,NY,21/10/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
517,Margene Eaton,Wantagh,NY,21/10/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
518,Juliane Dillard,Glendora,CA,22/10/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
518,Juliane Dillard,Glendora,CA,22/10/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
518,Juliane Dillard,Glendora,CA,22/10/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
518,Juliane Dillard,Glendora,CA,22/10/2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes,Mireya Copeland
518,Juliane Dillard,Glendora,CA,22/10/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
519,Fran Yang,Utica,NY,22/10/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
519,Fran Yang,Utica,NY,22/10/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
519,Fran Yang,Utica,NY,22/10/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
519,Fran Yang,Utica,NY,22/10/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
519,Fran Yang,Utica,NY,22/10/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
520,Ronald Parsons,Maspeth,NY,23/10/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
520,Ronald Parsons,Maspeth,NY,23/10/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
520,Ronald Parsons,Maspeth,NY,23/10/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
521,Augustus Schmidt,Corona,NY,23/10/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
521,Augustus Schmidt,Corona,NY,23/10/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
522,Lois Steele,Ossining,NY,23/10/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
522,Lois Steele,Ossining,NY,23/10/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
522,Lois Steele,Ossining,NY,23/10/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
523,Rebbecca Espinoza,Mount Vernon,NY,24/10/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
523,Rebbecca Espinoza,Mount Vernon,NY,24/10/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
523,Rebbecca Espinoza,Mount Vernon,NY,24/10/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
523,Rebbecca Espinoza,Mount Vernon,NY,24/10/2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
524,Lucas Estes,Santa Monica,CA,25/10/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
524,Lucas Estes,Santa Monica,CA,25/10/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Mireya Copeland
524,Lucas Estes,Santa Monica,CA,25/10/2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
524,Lucas Estes,Santa Monica,CA,25/10/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Mireya Copeland
524,Lucas Estes,Santa Monica,CA,25/10/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
525,Omega Johnston,Canyon Country,CA,26/10/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Genna Serrano
525,Omega Johnston,Canyon Country,CA,26/10/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Genna Serrano
525,Omega Johnston,Canyon Country,CA,26/10/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Genna Serrano
526,Tonda Webb,Baldwinsville,NY,26/10/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
526,Tonda Webb,Baldwinsville,NY,26/10/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
526,Tonda Webb,Baldwinsville,NY,26/10/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
526,Tonda Webb,Baldwinsville,NY,26/10/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
527,Irving Pitts,Torrance,CA,27/10/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya Copeland
527,Irving Pitts,Torrance,CA,27/10/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya Copeland
527,Irving Pitts,Torrance,CA,27/10/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
527,Irving Pitts,Torrance,CA,27/10/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
528,Gayle Wilkinson,Lindenhurst,NY,28/10/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
529,Mandi Gibbs,East Elmhurst,NY,28/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
530,Yolando Wade,Massapequa,NY,28/10/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene Boyer
530,Yolando Wade,Massapequa,NY,28/10/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
530,Yolando Wade,Massapequa,NY,28/10/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
531,Merlene Vinson,Euless,TX,28/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Kali Vargas
531,Merlene Vinson,Euless,TX,28/10/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Rowlett Bikes,Kali Vargas
531,Merlene Vinson,Euless,TX,28/10/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Kali Vargas
532,Zelda Pratt,Lancaster,NY,29/10/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
532,Zelda Pratt,Lancaster,NY,29/10/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
532,Zelda Pratt,Lancaster,NY,29/10/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
533,Ashleigh Finch,Newburgh,NY,29/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
533,Ashleigh Finch,Newburgh,NY,29/10/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
533,Ashleigh Finch,Newburgh,NY,29/10/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
533,Ashleigh Finch,Newburgh,NY,29/10/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
534,Farrah Orr,New Hyde Park,NY,29/10/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
534,Farrah Orr,New Hyde Park,NY,29/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
534,Farrah Orr,New Hyde Park,NY,29/10/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
534,Farrah Orr,New Hyde Park,NY,29/10/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
535,Roseanne Maynard,Euless,TX,29/10/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Rowlett Bikes,Layla Terrell
535,Roseanne Maynard,Euless,TX,29/10/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
535,Roseanne Maynard,Euless,TX,29/10/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Layla Terrell
536,Cira Downs,Oakland,CA,31/10/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
536,Cira Downs,Oakland,CA,31/10/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
536,Cira Downs,Oakland,CA,31/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
536,Cira Downs,Oakland,CA,31/10/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Genna Serrano
537,Agatha Daniels,South El Monte,CA,31/10/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
537,Agatha Daniels,South El Monte,CA,31/10/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
537,Agatha Daniels,South El Monte,CA,31/10/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya Copeland
537,Agatha Daniels,South El Monte,CA,31/10/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
538,Delana Scott,Mount Vernon,NY,2/11/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene Boyer
539,Jewel Sparks,Oakland Gardens,NY,2/11/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
539,Jewel Sparks,Oakland Gardens,NY,2/11/2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
539,Jewel Sparks,Oakland Gardens,NY,2/11/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
540,Lorrie Justice,Pomona,CA,3/11/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
540,Lorrie Justice,Pomona,CA,3/11/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
540,Lorrie Justice,Pomona,CA,3/11/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Genna Serrano
541,Zulema Clemons,Oakland,CA,4/11/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
542,Melani Jarvis,Maspeth,NY,4/11/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
542,Melani Jarvis,Maspeth,NY,4/11/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
542,Melani Jarvis,Maspeth,NY,4/11/2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
542,Melani Jarvis,Maspeth,NY,4/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
543,Alica Hunter,East Elmhurst,NY,6/11/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
543,Alica Hunter,East Elmhurst,NY,6/11/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
543,Alica Hunter,East Elmhurst,NY,6/11/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
544,Chere Hardin,Brooklyn,NY,6/11/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
544,Chere Hardin,Brooklyn,NY,6/11/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
544,Chere Hardin,Brooklyn,NY,6/11/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
545,Bao Wade,Desoto,TX,8/11/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Layla Terrell
545,Bao Wade,Desoto,TX,8/11/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Rowlett Bikes,Layla Terrell
545,Bao Wade,Desoto,TX,8/11/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
545,Bao Wade,Desoto,TX,8/11/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Layla Terrell
546,Loise Walker,Shirley,NY,9/11/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
546,Loise Walker,Shirley,NY,9/11/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
546,Loise Walker,Shirley,NY,9/11/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
547,Aleta Shepard,Sugar Land,TX,9/11/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Rowlett Bikes,Kali Vargas
547,Aleta Shepard,Sugar Land,TX,9/11/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes,Kali Vargas
547,Aleta Shepard,Sugar Land,TX,9/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Rowlett Bikes,Kali Vargas
548,Bobbi Banks,Bayside,NY,11/11/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
548,Bobbi Banks,Bayside,NY,11/11/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
549,Bobbie Foster,Desoto,TX,12/11/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
549,Bobbie Foster,Desoto,TX,12/11/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
549,Bobbie Foster,Desoto,TX,12/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
549,Bobbie Foster,Desoto,TX,12/11/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Layla Terrell
549,Bobbie Foster,Desoto,TX,12/11/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Layla Terrell
550,Alissa Craft,Ossining,NY,12/11/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
551,Beatris Joyner,Spring Valley,NY,12/11/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
551,Beatris Joyner,Spring Valley,NY,12/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
551,Beatris Joyner,Spring Valley,NY,12/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
551,Beatris Joyner,Spring Valley,NY,12/11/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
552,Alexis Mack,New City,NY,12/11/2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
552,Alexis Mack,New City,NY,12/11/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
552,Alexis Mack,New City,NY,12/11/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
552,Alexis Mack,New City,NY,12/11/2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
552,Alexis Mack,New City,NY,12/11/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
553,Liliana Kerr,Desoto,TX,12/11/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Layla Terrell
553,Liliana Kerr,Desoto,TX,12/11/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
553,Liliana Kerr,Desoto,TX,12/11/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Layla Terrell
554,Katharina Bates,Campbell,CA,13/11/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
554,Katharina Bates,Campbell,CA,13/11/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Genna Serrano
554,Katharina Bates,Campbell,CA,13/11/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
555,Buford Bridges,Troy,NY,13/11/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
555,Buford Bridges,Troy,NY,13/11/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
555,Buford Bridges,Troy,NY,13/11/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
556,Elinore Aguilar,San Angelo,TX,13/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla Terrell
556,Elinore Aguilar,San Angelo,TX,13/11/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Layla Terrell
557,Bethany Herring,Port Jefferson Station,NY,14/11/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
557,Bethany Herring,Port Jefferson Station,NY,14/11/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
558,Lezlie Lamb,Central Islip,NY,15/11/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
558,Lezlie Lamb,Central Islip,NY,15/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
558,Lezlie Lamb,Central Islip,NY,15/11/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
558,Lezlie Lamb,Central Islip,NY,15/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
558,Lezlie Lamb,Central Islip,NY,15/11/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
559,Christel Barber,Sacramento,CA,16/11/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
559,Christel Barber,Sacramento,CA,16/11/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Mireya Copeland
559,Christel Barber,Sacramento,CA,16/11/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
560,Thanh Figueroa,Mount Vernon,NY,18/11/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
560,Thanh Figueroa,Mount Vernon,NY,18/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
561,Marjorie Logan,Franklin Square,NY,19/11/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
561,Marjorie Logan,Franklin Square,NY,19/11/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
561,Marjorie Logan,Franklin Square,NY,19/11/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
561,Marjorie Logan,Franklin Square,NY,19/11/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
562,Davis Long,Lancaster,NY,19/11/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
562,Davis Long,Lancaster,NY,19/11/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
563,Rodger Rojas,Bayside,NY,20/11/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
563,Rodger Rojas,Bayside,NY,20/11/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
563,Rodger Rojas,Bayside,NY,20/11/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
564,Aisha Woods,Webster,NY,20/11/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
564,Aisha Woods,Webster,NY,20/11/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
565,Nathaniel Richard,New Windsor,NY,21/11/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
565,Nathaniel Richard,New Windsor,NY,21/11/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
565,Nathaniel Richard,New Windsor,NY,21/11/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
565,Nathaniel Richard,New Windsor,NY,21/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita Daniel
566,Jennie Middleton,Upland,CA,22/11/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
566,Jennie Middleton,Upland,CA,22/11/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
566,Jennie Middleton,Upland,CA,22/11/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
566,Jennie Middleton,Upland,CA,22/11/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
567,Tayna Wade,Bakersfield,CA,22/11/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes,Mireya Copeland
567,Tayna Wade,Bakersfield,CA,22/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
